,0,1,2,3,4,5,6,7,8
11026,great_pret,improper,foster,1,convenient,inconv,nonprob,priority,spec_prior
8350,pretentious,very_crit,incomplete,3,less_conv,inconv,problematic,priority,spec_prior
12744,great_pret,very_crit,foster,1,convenient,convenient,nonprob,recommended,priority
4127,usual,very_crit,foster,1,less_conv,convenient,slightly_prob,not_recom,not_recom
748,usual,proper,foster,2,critical,inconv,nonprob,priority,priority
9822,great_pret,less_proper,completed,2,critical,inconv,slightly_prob,recommended,priority
4920,pretentious,proper,incomplete,more,convenient,convenient,problematic,recommended,priority
10543,great_pret,improper,complete,more,convenient,inconv,slightly_prob,priority,spec_prior
9253,great_pret,proper,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
3402,usual,critical,foster,more,convenient,convenient,nonprob,recommended,priority
11075,great_pret,improper,foster,2,convenient,convenient,slightly_prob,not_recom,not_recom
6023,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,not_recom,not_recom
2390,usual,improper,foster,1,convenient,inconv,slightly_prob,not_recom,not_recom
8429,pretentious,very_crit,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
4869,pretentious,proper,incomplete,3,convenient,inconv,nonprob,recommended,priority
9487,great_pret,proper,foster,more,critical,convenient,nonprob,priority,spec_prior
2843,usual,critical,completed,1,less_conv,inconv,problematic,not_recom,not_recom
8456,pretentious,very_crit,foster,1,less_conv,inconv,slightly_prob,not_recom,not_recom
5156,pretentious,proper,foster,more,less_conv,convenient,problematic,not_recom,not_recom
9005,great_pret,proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
6103,pretentious,improper,complete,2,convenient,convenient,nonprob,priority,priority
4427,pretentious,proper,complete,2,critical,inconv,problematic,not_recom,not_recom
3285,usual,critical,foster,1,critical,inconv,nonprob,recommended,priority
9558,great_pret,less_proper,complete,2,convenient,convenient,nonprob,recommended,priority
905,usual,less_proper,complete,1,critical,convenient,slightly_prob,not_recom,not_recom
2662,usual,critical,complete,2,convenient,inconv,problematic,priority,priority
5752,pretentious,less_proper,incomplete,3,less_conv,inconv,nonprob,priority,priority
9780,great_pret,less_proper,completed,2,convenient,convenient,problematic,recommended,priority
10038,great_pret,less_proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
7721,pretentious,critical,foster,3,critical,inconv,problematic,not_recom,not_recom
642,usual,proper,incomplete,more,critical,inconv,slightly_prob,recommended,priority
11953,great_pret,critical,foster,2,less_conv,convenient,nonprob,priority,spec_prior
11160,great_pret,improper,foster,3,critical,convenient,nonprob,recommended,spec_prior
9008,great_pret,proper,completed,3,critical,convenient,problematic,not_recom,not_recom
12043,great_pret,critical,foster,more,convenient,convenient,nonprob,priority,spec_prior
10695,great_pret,improper,completed,3,convenient,convenient,slightly_prob,recommended,priority
2325,usual,improper,incomplete,more,convenient,convenient,slightly_prob,recommended,very_recom
10093,great_pret,less_proper,incomplete,3,critical,inconv,slightly_prob,priority,spec_prior
6130,pretentious,improper,complete,2,less_conv,inconv,nonprob,priority,priority
10054,great_pret,less_proper,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
4888,pretentious,proper,incomplete,3,less_conv,inconv,nonprob,priority,priority
5971,pretentious,less_proper,foster,3,less_conv,inconv,slightly_prob,priority,priority
10539,great_pret,improper,complete,more,convenient,inconv,nonprob,recommended,spec_prior
12589,great_pret,very_crit,incomplete,2,convenient,convenient,problematic,priority,spec_prior
1378,usual,less_proper,incomplete,2,less_conv,inconv,nonprob,priority,priority
4302,usual,very_crit,foster,more,critical,convenient,nonprob,recommended,spec_prior
2884,usual,critical,completed,2,less_conv,convenient,slightly_prob,priority,priority
2786,usual,critical,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
6363,pretentious,improper,completed,2,critical,inconv,nonprob,recommended,priority
12153,great_pret,very_crit,complete,2,convenient,convenient,slightly_prob,recommended,priority
6390,pretentious,improper,completed,3,less_conv,convenient,nonprob,recommended,priority
11526,great_pret,critical,completed,2,less_conv,convenient,problematic,recommended,spec_prior
7008,pretentious,critical,complete,2,critical,convenient,problematic,recommended,spec_prior
10086,great_pret,less_proper,incomplete,3,critical,convenient,problematic,recommended,spec_prior
11060,great_pret,improper,foster,1,critical,convenient,problematic,not_recom,not_recom
6967,pretentious,critical,complete,2,convenient,convenient,nonprob,priority,spec_prior
11347,great_pret,critical,complete,3,convenient,convenient,problematic,priority,spec_prior
5521,pretentious,less_proper,completed,3,convenient,inconv,slightly_prob,priority,priority
3160,usual,critical,incomplete,3,less_conv,inconv,nonprob,priority,spec_prior
7049,pretentious,critical,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
360,usual,proper,completed,3,critical,convenient,nonprob,recommended,priority
12844,great_pret,very_crit,foster,2,critical,inconv,nonprob,priority,spec_prior
11274,great_pret,critical,complete,1,critical,convenient,problematic,recommended,spec_prior
211,usual,proper,complete,more,critical,inconv,slightly_prob,priority,priority
5142,pretentious,proper,foster,more,convenient,inconv,slightly_prob,recommended,priority
10748,great_pret,improper,completed,more,convenient,convenient,nonprob,not_recom,not_recom
6066,pretentious,improper,complete,1,less_conv,convenient,nonprob,recommended,priority
11533,great_pret,critical,completed,2,less_conv,inconv,slightly_prob,priority,spec_prior
2604,usual,critical,complete,1,convenient,inconv,slightly_prob,recommended,priority
2869,usual,critical,completed,2,convenient,convenient,problematic,priority,priority
408,usual,proper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
10538,great_pret,improper,complete,more,convenient,convenient,problematic,not_recom,not_recom
4838,pretentious,proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
368,usual,proper,completed,3,critical,convenient,problematic,not_recom,not_recom
267,usual,proper,completed,1,critical,inconv,problematic,recommended,priority
10263,great_pret,less_proper,foster,3,convenient,convenient,slightly_prob,recommended,priority
12627,great_pret,very_crit,incomplete,2,critical,inconv,nonprob,recommended,spec_prior
5402,pretentious,less_proper,completed,1,convenient,convenient,nonprob,not_recom,not_recom
6727,pretentious,improper,foster,1,less_conv,inconv,slightly_prob,priority,spec_prior
8795,great_pret,proper,complete,3,critical,inconv,nonprob,not_recom,not_recom
10820,great_pret,improper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom
1974,usual,improper,completed,1,less_conv,inconv,slightly_prob,recommended,very_recom
8419,pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,priority,spec_prior
6992,pretentious,critical,complete,2,less_conv,convenient,problematic,not_recom,not_recom
7501,pretentious,critical,incomplete,3,critical,inconv,slightly_prob,priority,spec_prior
12176,great_pret,very_crit,complete,2,less_conv,convenient,problematic,not_recom,not_recom
12727,great_pret,very_crit,incomplete,more,critical,convenient,nonprob,priority,spec_prior
6415,pretentious,improper,completed,3,critical,convenient,problematic,priority,spec_prior
1299,usual,less_proper,incomplete,1,convenient,convenient,slightly_prob,recommended,very_recom
11911,great_pret,critical,foster,1,less_conv,inconv,slightly_prob,priority,spec_prior
7970,pretentious,very_crit,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
9415,great_pret,proper,foster,3,less_conv,convenient,nonprob,priority,spec_prior
7353,pretentious,critical,incomplete,1,convenient,inconv,nonprob,recommended,priority
10976,great_pret,improper,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
10353,great_pret,less_proper,foster,more,critical,convenient,slightly_prob,recommended,priority
655,usual,proper,foster,1,convenient,convenient,problematic,priority,priority
11247,great_pret,critical,complete,1,convenient,inconv,problematic,recommended,spec_prior
7831,pretentious,very_crit,complete,2,convenient,convenient,nonprob,priority,spec_prior
9659,great_pret,less_proper,complete,3,critical,inconv,nonprob,not_recom,not_recom
11156,great_pret,improper,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
9723,great_pret,less_proper,completed,1,convenient,convenient,slightly_prob,recommended,priority
362,usual,proper,completed,3,critical,convenient,nonprob,not_recom,not_recom
12401,great_pret,very_crit,completed,2,less_conv,inconv,problematic,not_recom,not_recom
1756,usual,improper,complete,1,less_conv,inconv,nonprob,priority,priority
1001,usual,less_proper,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
7421,pretentious,critical,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
1272,usual,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
10475,great_pret,improper,complete,2,critical,inconv,problematic,not_recom,not_recom
4362,pretentious,proper,complete,1,critical,convenient,problematic,recommended,priority
8618,pretentious,very_crit,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
9575,great_pret,less_proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
4523,pretentious,proper,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
10738,great_pret,improper,completed,3,critical,inconv,nonprob,priority,spec_prior
1388,usual,less_proper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
123,usual,proper,complete,3,convenient,inconv,problematic,recommended,priority
8224,pretentious,very_crit,incomplete,1,convenient,inconv,problematic,priority,spec_prior
2632,usual,critical,complete,1,critical,convenient,slightly_prob,priority,priority
530,usual,proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
8852,great_pret,proper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
4344,pretentious,proper,complete,1,less_conv,convenient,problematic,recommended,priority
1017,usual,less_proper,complete,3,critical,inconv,nonprob,recommended,priority
10848,great_pret,improper,incomplete,1,critical,inconv,slightly_prob,recommended,spec_prior
11036,great_pret,improper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
11815,great_pret,critical,incomplete,3,critical,convenient,problematic,priority,spec_prior
2055,usual,improper,completed,3,convenient,convenient,slightly_prob,recommended,very_recom
10140,great_pret,less_proper,incomplete,more,critical,convenient,problematic,recommended,spec_prior
11176,great_pret,improper,foster,3,critical,inconv,problematic,priority,spec_prior
3405,usual,critical,foster,more,convenient,convenient,slightly_prob,recommended,priority
12581,great_pret,very_crit,incomplete,1,critical,inconv,problematic,not_recom,not_recom
9609,great_pret,less_proper,complete,2,critical,inconv,problematic,recommended,spec_prior
3931,usual,very_crit,incomplete,1,critical,convenient,problematic,priority,spec_prior
8162,pretentious,very_crit,completed,more,convenient,convenient,problematic,not_recom,not_recom
8559,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,recommended,spec_prior
9157,great_pret,proper,incomplete,2,less_conv,inconv,slightly_prob,priority,spec_prior
1660,usual,less_proper,foster,3,critical,convenient,slightly_prob,priority,priority
7339,pretentious,critical,completed,more,critical,inconv,slightly_prob,priority,spec_prior
8053,pretentious,very_crit,completed,2,convenient,convenient,problematic,priority,spec_prior
10918,great_pret,improper,incomplete,3,convenient,inconv,nonprob,priority,spec_prior
9247,great_pret,proper,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
10004,great_pret,less_proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recom
4661,pretentious,proper,completed,3,convenient,inconv,problematic,not_recom,not_recom
5560,pretentious,less_proper,completed,3,critical,inconv,problematic,priority,priority
1830,usual,improper,complete,2,critical,inconv,slightly_prob,recommended,priority
10259,great_pret,less_proper,foster,2,critical,inconv,problematic,not_recom,not_recom
3069,usual,critical,incomplete,1,critical,inconv,nonprob,recommended,priority
9074,great_pret,proper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
2685,usual,critical,complete,2,critical,convenient,slightly_prob,recommended,priority
7754,pretentious,critical,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
6374,pretentious,improper,completed,3,convenient,convenient,nonprob,not_recom,not_recom
4041,usual,very_crit,incomplete,3,critical,inconv,nonprob,recommended,spec_prior
4883,pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
8386,pretentious,very_crit,incomplete,more,convenient,inconv,problematic,priority,spec_prior
4391,pretentious,proper,complete,2,convenient,inconv,problematic,not_recom,not_recom
10791,great_pret,improper,completed,more,critical,inconv,nonprob,recommended,spec_prior
8529,pretentious,very_crit,foster,2,critical,inconv,problematic,recommended,spec_prior
3,usual,proper,complete,1,convenient,convenient,slightly_prob,recommended,recommend
1992,usual,improper,completed,1,critical,inconv,slightly_prob,recommended,priority
9862,great_pret,less_proper,completed,3,less_conv,inconv,problematic,priority,spec_prior
8458,pretentious,very_crit,foster,1,less_conv,inconv,problematic,priority,spec_prior
6430,pretentious,improper,completed,more,convenient,convenient,slightly_prob,priority,priority
555,usual,proper,incomplete,3,convenient,inconv,problematic,recommended,priority
8980,great_pret,proper,completed,3,convenient,inconv,problematic,priority,spec_prior
11203,great_pret,improper,foster,more,less_conv,convenient,problematic,priority,spec_prior
11186,great_pret,improper,foster,more,convenient,convenient,problematic,not_recom,not_recom
4327,pretentious,proper,complete,1,convenient,convenient,problematic,priority,priority
7080,pretentious,critical,complete,more,convenient,convenient,problematic,recommended,spec_prior
5538,pretentious,less_proper,completed,3,less_conv,inconv,slightly_prob,recommended,priority
355,usual,proper,completed,3,less_conv,inconv,slightly_prob,priority,priority
7639,pretentious,critical,foster,2,less_conv,convenient,problematic,priority,spec_prior
914,usual,less_proper,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
11343,great_pret,critical,complete,3,convenient,convenient,slightly_prob,recommended,priority
11928,great_pret,critical,foster,1,critical,inconv,slightly_prob,recommended,spec_prior
1106,usual,less_proper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
12222,great_pret,very_crit,complete,3,less_conv,convenient,nonprob,recommended,spec_prior
3718,usual,very_crit,completed,1,critical,inconv,nonprob,priority,spec_prior
11585,great_pret,critical,completed,3,less_conv,inconv,nonprob,not_recom,not_recom
3278,usual,critical,foster,1,critical,convenient,nonprob,not_recom,not_recom
7201,pretentious,critical,completed,2,less_conv,convenient,nonprob,priority,spec_prior
9343,great_pret,proper,foster,2,convenient,convenient,nonprob,priority,priority
7375,pretentious,critical,incomplete,1,less_conv,inconv,slightly_prob,priority,spec_prior
6367,pretentious,improper,completed,2,critical,inconv,slightly_prob,priority,spec_prior
11642,great_pret,critical,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
1760,usual,improper,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
8561,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
9272,great_pret,proper,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
863,usual,proper,foster,more,critical,inconv,problematic,not_recom,not_recom
12375,great_pret,very_crit,completed,2,convenient,inconv,nonprob,recommended,priority
10220,great_pret,less_proper,foster,2,convenient,inconv,slightly_prob,not_recom,not_recom
6561,pretentious,improper,incomplete,2,less_conv,inconv,nonprob,recommended,priority
2919,usual,critical,completed,3,convenient,convenient,slightly_prob,recommended,priority
8239,pretentious,very_crit,incomplete,1,less_conv,inconv,slightly_prob,priority,spec_prior
11636,great_pret,critical,completed,more,less_conv,convenient,problematic,not_recom,not_recom
9464,great_pret,proper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
10338,great_pret,less_proper,foster,more,less_conv,convenient,problematic,recommended,spec_prior
2352,usual,improper,incomplete,more,less_conv,inconv,slightly_prob,recommended,priority
547,usual,proper,incomplete,3,convenient,convenient,problematic,priority,priority
9045,great_pret,proper,completed,more,less_conv,inconv,nonprob,recommended,priority
10906,great_pret,improper,incomplete,2,critical,inconv,problematic,priority,spec_prior
12298,great_pret,very_crit,complete,more,critical,convenient,slightly_prob,priority,spec_prior
4909,pretentious,proper,incomplete,3,critical,inconv,slightly_prob,priority,priority
5630,pretentious,less_proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom
11862,great_pret,critical,incomplete,more,critical,convenient,nonprob,recommended,spec_prior
3795,usual,very_crit,completed,3,convenient,inconv,problematic,recommended,spec_prior
8560,pretentious,very_crit,foster,3,less_conv,inconv,nonprob,priority,spec_prior
9383,great_pret,proper,foster,2,critical,convenient,slightly_prob,not_recom,not_recom
6338,pretentious,improper,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
7694,pretentious,critical,foster,3,less_conv,convenient,problematic,not_recom,not_recom
3744,usual,very_crit,completed,2,less_conv,convenient,nonprob,recommended,priority
4464,pretentious,proper,complete,3,critical,convenient,nonprob,recommended,priority
12521,great_pret,very_crit,completed,more,critical,inconv,nonprob,not_recom,not_recom
5730,pretentious,less_proper,incomplete,3,convenient,convenient,problematic,recommended,priority
205,usual,proper,complete,more,critical,convenient,problematic,priority,priority
2451,usual,improper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
12066,great_pret,critical,foster,more,less_conv,convenient,problematic,recommended,spec_prior
11206,great_pret,improper,foster,more,less_conv,inconv,nonprob,priority,spec_prior
2833,usual,critical,completed,1,less_conv,convenient,problematic,priority,priority
12595,great_pret,very_crit,incomplete,2,convenient,inconv,slightly_prob,priority,spec_prior
4191,usual,very_crit,foster,2,less_conv,inconv,problematic,recommended,spec_prior
9539,great_pret,less_proper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
4865,pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom
11216,great_pret,improper,foster,more,critical,convenient,nonprob,not_recom,not_recom
8489,pretentious,very_crit,foster,2,convenient,inconv,nonprob,not_recom,not_recom
1419,usual,less_proper,incomplete,3,convenient,inconv,problematic,recommended,priority
10088,great_pret,less_proper,incomplete,3,critical,convenient,problematic,not_recom,not_recom
1906,usual,improper,complete,more,convenient,inconv,problematic,priority,priority
7040,pretentious,critical,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
9877,great_pret,less_proper,completed,3,critical,inconv,slightly_prob,priority,spec_prior
5397,pretentious,less_proper,complete,more,critical,inconv,problematic,recommended,priority
12895,great_pret,very_crit,foster,3,critical,convenient,problematic,priority,spec_prior
1205,usual,less_proper,completed,3,convenient,inconv,problematic,not_recom,not_recom
9614,great_pret,less_proper,complete,3,convenient,convenient,nonprob,not_recom,not_recom
1255,usual,less_proper,completed,more,convenient,inconv,slightly_prob,priority,priority
8854,great_pret,proper,complete,more,critical,inconv,problematic,priority,spec_prior
3761,usual,very_crit,completed,2,less_conv,inconv,problematic,not_recom,not_recom
9056,great_pret,proper,completed,more,critical,convenient,nonprob,not_recom,not_recom
1045,usual,less_proper,complete,more,less_conv,convenient,nonprob,priority,priority
10731,great_pret,improper,completed,3,critical,convenient,slightly_prob,recommended,spec_prior
3839,usual,very_crit,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
5437,pretentious,less_proper,completed,1,critical,convenient,nonprob,priority,priority
5896,pretentious,less_proper,foster,2,convenient,inconv,nonprob,priority,priority
3329,usual,critical,foster,2,less_conv,inconv,problematic,not_recom,not_recom
11491,great_pret,critical,completed,1,critical,convenient,problematic,priority,spec_prior
6174,pretentious,improper,complete,3,less_conv,convenient,nonprob,recommended,priority
2827,usual,critical,completed,1,less_conv,convenient,nonprob,priority,priority
12780,great_pret,very_crit,foster,1,critical,convenient,nonprob,recommended,spec_prior
12585,great_pret,very_crit,incomplete,2,convenient,convenient,slightly_prob,recommended,priority
12789,great_pret,very_crit,foster,1,critical,inconv,nonprob,recommended,spec_prior
3474,usual,very_crit,complete,1,less_conv,convenient,nonprob,recommended,priority
4722,pretentious,proper,completed,more,less_conv,convenient,problematic,recommended,priority
8878,great_pret,proper,completed,1,less_conv,convenient,slightly_prob,priority,priority
7060,pretentious,critical,complete,3,critical,convenient,slightly_prob,priority,spec_prior
12706,great_pret,very_crit,incomplete,more,convenient,inconv,problematic,priority,spec_prior
8725,great_pret,proper,complete,2,less_conv,inconv,slightly_prob,priority,priority
12881,great_pret,very_crit,foster,3,less_conv,inconv,nonprob,not_recom,not_recom
3566,usual,very_crit,complete,3,convenient,convenient,nonprob,not_recom,not_recom
3452,usual,critical,foster,more,critical,inconv,slightly_prob,not_recom,not_recom
3815,usual,very_crit,completed,3,less_conv,inconv,problematic,not_recom,not_recom
6022,pretentious,less_proper,foster,more,less_conv,inconv,nonprob,priority,priority
9872,great_pret,less_proper,completed,3,critical,convenient,problematic,not_recom,not_recom
3550,usual,very_crit,complete,2,critical,convenient,slightly_prob,priority,spec_prior
7168,pretentious,critical,completed,1,critical,convenient,slightly_prob,priority,spec_prior
7709,pretentious,critical,foster,3,critical,convenient,slightly_prob,not_recom,not_recom
11962,great_pret,critical,foster,2,less_conv,inconv,nonprob,priority,spec_prior
9813,great_pret,less_proper,completed,2,critical,convenient,slightly_prob,recommended,priority
9232,great_pret,proper,incomplete,3,critical,inconv,problematic,priority,spec_prior
6806,pretentious,improper,foster,3,convenient,convenient,nonprob,not_recom,not_recom
3041,usual,critical,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
7527,pretentious,critical,incomplete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
6580,pretentious,improper,incomplete,2,critical,inconv,nonprob,priority,spec_prior
4030,usual,very_crit,incomplete,3,less_conv,inconv,problematic,priority,spec_prior
12885,great_pret,very_crit,foster,3,less_conv,inconv,problematic,recommended,spec_prior
1949,usual,improper,completed,1,convenient,convenient,slightly_prob,not_recom,not_recom
15,usual,proper,complete,1,convenient,inconv,problematic,recommended,priority
5406,pretentious,less_proper,completed,1,convenient,convenient,problematic,recommended,priority
1792,usual,improper,complete,2,convenient,inconv,nonprob,priority,priority
11407,great_pret,critical,complete,more,convenient,inconv,slightly_prob,priority,spec_prior
3047,usual,critical,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
12698,great_pret,very_crit,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
4114,usual,very_crit,foster,1,convenient,inconv,nonprob,priority,spec_prior
7302,pretentious,critical,completed,more,convenient,inconv,slightly_prob,recommended,spec_prior
5609,pretentious,less_proper,completed,more,critical,inconv,nonprob,not_recom,not_recom
1485,usual,less_proper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
4965,pretentious,proper,incomplete,more,critical,inconv,problematic,recommended,priority
12815,great_pret,very_crit,foster,2,convenient,inconv,problematic,not_recom,not_recom
3361,usual,critical,foster,3,convenient,inconv,slightly_prob,priority,spec_prior
7404,pretentious,critical,incomplete,2,convenient,convenient,problematic,recommended,spec_prior
12625,great_pret,very_crit,incomplete,2,critical,convenient,problematic,priority,spec_prior
9634,great_pret,less_proper,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
11442,great_pret,critical,complete,more,critical,inconv,slightly_prob,recommended,spec_prior
6143,pretentious,improper,complete,2,critical,convenient,slightly_prob,not_recom,not_recom
1025,usual,less_proper,complete,3,critical,inconv,problematic,not_recom,not_recom
7503,pretentious,critical,incomplete,3,critical,inconv,problematic,recommended,spec_prior
1688,usual,less_proper,foster,more,convenient,inconv,slightly_prob,not_recom,not_recom
1637,usual,less_proper,foster,3,convenient,inconv,problematic,not_recom,not_recom
11234,great_pret,critical,complete,1,convenient,convenient,nonprob,not_recom,not_recom
8405,pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
2067,usual,improper,completed,3,convenient,inconv,problematic,recommended,priority
2344,usual,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,priority
5399,pretentious,less_proper,complete,more,critical,inconv,problematic,not_recom,not_recom
995,usual,less_proper,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
11276,great_pret,critical,complete,1,critical,convenient,problematic,not_recom,not_recom
4067,usual,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
9975,great_pret,less_proper,incomplete,1,critical,convenient,slightly_prob,recommended,priority
6911,pretentious,improper,foster,more,critical,inconv,problematic,not_recom,not_recom
5995,pretentious,less_proper,foster,more,convenient,convenient,nonprob,priority,priority
2997,usual,critical,completed,more,less_conv,inconv,nonprob,recommended,priority
6506,pretentious,improper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
309,usual,proper,completed,2,critical,convenient,slightly_prob,recommended,priority
2209,usual,improper,incomplete,1,critical,inconv,slightly_prob,priority,priority
11725,great_pret,critical,incomplete,2,convenient,convenient,problematic,priority,spec_prior
4652,pretentious,proper,completed,3,convenient,convenient,problematic,not_recom,not_recom
3845,usual,very_crit,completed,more,convenient,inconv,nonprob,not_recom,not_recom
11914,great_pret,critical,foster,1,less_conv,inconv,problematic,priority,spec_prior
670,usual,proper,foster,1,less_conv,convenient,slightly_prob,priority,priority
8409,pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,recommended,spec_prior
3048,usual,critical,incomplete,1,less_conv,convenient,problematic,recommended,priority
283,usual,proper,completed,2,convenient,inconv,slightly_prob,priority,priority
5913,pretentious,less_proper,foster,2,less_conv,inconv,nonprob,recommended,priority
695,usual,proper,foster,1,critical,inconv,nonprob,not_recom,not_recom
475,usual,proper,incomplete,1,critical,convenient,problematic,priority,priority
10930,great_pret,improper,incomplete,3,less_conv,convenient,slightly_prob,priority,spec_prior
9725,great_pret,less_proper,completed,1,convenient,convenient,slightly_prob,not_recom,not_recom
4235,usual,very_crit,foster,3,less_conv,convenient,slightly_prob,not_recom,not_recom
3754,usual,very_crit,completed,2,less_conv,inconv,nonprob,priority,spec_prior
191,usual,proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
5561,pretentious,less_proper,completed,3,critical,inconv,problematic,not_recom,not_recom
10064,great_pret,less_proper,incomplete,3,less_conv,convenient,nonprob,not_recom,not_recom
8318,pretentious,very_crit,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
2733,usual,critical,complete,3,less_conv,inconv,problematic,recommended,spec_prior
10282,great_pret,less_proper,foster,3,less_conv,convenient,slightly_prob,priority,spec_prior
8155,pretentious,very_crit,completed,more,convenient,convenient,nonprob,priority,spec_prior
12003,great_pret,critical,foster,3,convenient,inconv,problematic,recommended,spec_prior
5666,pretentious,less_proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
5888,pretentious,less_proper,foster,2,convenient,convenient,nonprob,not_recom,not_recom
9389,great_pret,proper,foster,2,critical,inconv,nonprob,not_recom,not_recom
8783,great_pret,proper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
10607,great_pret,improper,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
3715,usual,very_crit,completed,1,critical,convenient,problematic,priority,spec_prior
7846,pretentious,very_crit,complete,2,convenient,inconv,problematic,priority,spec_prior
12304,great_pret,very_crit,complete,more,critical,inconv,nonprob,priority,spec_prior
7024,pretentious,critical,complete,3,convenient,convenient,slightly_prob,priority,spec_prior
10503,great_pret,improper,complete,3,less_conv,inconv,nonprob,recommended,spec_prior
11119,great_pret,improper,foster,2,critical,inconv,slightly_prob,priority,spec_prior
701,usual,proper,foster,1,critical,inconv,problematic,not_recom,not_recom
6736,pretentious,improper,foster,1,critical,convenient,slightly_prob,priority,spec_prior
6391,pretentious,improper,completed,3,less_conv,convenient,nonprob,priority,spec_prior
11718,great_pret,critical,incomplete,2,convenient,convenient,nonprob,recommended,priority
10209,great_pret,less_proper,foster,2,convenient,convenient,slightly_prob,recommended,priority
10620,great_pret,improper,completed,1,critical,convenient,nonprob,recommended,spec_prior
488,usual,proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
4472,pretentious,proper,complete,3,critical,convenient,problematic,not_recom,not_recom
12725,great_pret,very_crit,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
12410,great_pret,very_crit,completed,2,critical,convenient,problematic,not_recom,not_recom
3217,usual,critical,incomplete,more,less_conv,inconv,slightly_prob,priority,spec_prior
3584,usual,very_crit,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
6087,pretentious,improper,complete,1,critical,convenient,slightly_prob,recommended,priority
6182,pretentious,improper,complete,3,less_conv,convenient,problematic,not_recom,not_recom
202,usual,proper,complete,more,critical,convenient,slightly_prob,priority,priority
1470,usual,less_proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
2357,usual,improper,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
3831,usual,very_crit,completed,3,critical,inconv,problematic,recommended,spec_prior
